sample_idx,has_hemorrhage,iou_hemorrhage,iou_background,mean_iou,true_positives,false_positives,false_negatives,true_negatives,sensitivity,specificity,precision,recall,dice
1743,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1744,False,0.0,1.0,0.5,0,2,0,65534,N/A,1.0,0.0,N/A,0.0
1745,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1746,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1747,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1748,True,0.0,0.995,0.4975,0,0,328,65208,0.0,1.0,N/A,0.0,0.0
1749,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1750,True,0.0379,0.9942,0.516,15,0,381,65140,0.0379,1.0,1.0,0.0379,0.073
1751,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1752,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1753,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1754,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1755,True,0.7451,0.9962,0.8706,725,248,0,64563,1.0,0.9962,0.7451,1.0,0.8539
1756,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1757,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1758,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1759,True,0.0076,0.994,0.5008,3,0,391,65142,0.0076,1.0,1.0,0.0076,0.0151
1760,True,0.0,0.9952,0.4976,0,0,315,65221,0.0,1.0,N/A,0.0,0.0
1761,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1762,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1763,True,0.076,0.9902,0.5331,53,0,644,64839,0.076,1.0,1.0,0.076,0.1413
1764,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1765,False,0.0,0.9998,0.4999,0,16,0,65520,N/A,0.9998,0.0,N/A,0.0
1766,False,0.0,0.9995,0.4998,0,32,0,65504,N/A,0.9995,0.0,N/A,0.0
1767,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1768,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1769,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1770,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1771,True,0.4703,0.9941,0.7322,341,34,350,64811,0.4935,0.9995,0.9093,0.4935,0.6398
1772,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1773,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1774,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1775,True,0.8832,0.9952,0.9392,2299,265,39,62933,0.9833,0.9958,0.8966,0.9833,0.938
1776,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1777,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1778,True,0.6051,0.9955,0.8003,449,45,248,64794,0.6442,0.9993,0.9089,0.6442,0.754
1779,True,0.0,0.9996,0.4998,0,0,28,65508,0.0,1.0,N/A,0.0,0.0
1780,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1781,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1782,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1783,False,0.0,0.9984,0.4992,0,102,0,65434,N/A,0.9984,0.0,N/A,0.0
1784,True,0.0,0.999,0.4995,0,0,65,65471,0.0,1.0,N/A,0.0,0.0
1785,True,0.5759,0.9864,0.7811,1191,299,578,63468,0.6733,0.9953,0.7993,0.6733,0.7309
1786,True,0.8102,0.9987,0.9044,367,66,20,65083,0.9483,0.999,0.8476,0.9483,0.8951
1787,True,0.0,0.9968,0.4984,0,0,209,65327,0.0,1.0,N/A,0.0,0.0
1788,True,0.3149,0.9756,0.6452,727,790,792,63227,0.4786,0.9877,0.4792,0.4786,0.4789
1789,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1790,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1791,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1792,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1793,True,0.6398,0.9973,0.8185,318,95,84,65039,0.791,0.9985,0.77,0.791,0.7804
1794,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1795,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1796,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1797,True,0.0,0.9989,0.4994,0,0,73,65463,0.0,1.0,N/A,0.0,0.0
1798,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1799,True,0.1774,0.9832,0.5803,237,150,949,64200,0.1998,0.9977,0.6124,0.1998,0.3013
1800,True,0.5904,0.9995,0.7949,49,0,34,65453,0.5904,1.0,1.0,0.5904,0.7424
1801,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1802,True,0.6396,0.9918,0.8157,937,235,293,64071,0.7618,0.9963,0.7995,0.7618,0.7802
1803,True,0.0,0.9971,0.4985,0,19,172,65345,0.0,0.9997,0.0,0.0,0.0
1804,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1805,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1806,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1807,True,0.9017,0.9981,0.9499,1128,68,55,64285,0.9535,0.9989,0.9431,0.9535,0.9483
1808,True,0.515,0.9985,0.7568,103,33,64,65336,0.6168,0.9995,0.7574,0.6168,0.6799
1809,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1810,True,0.8,0.9995,0.8997,132,33,0,65371,1.0,0.9995,0.8,1.0,0.8889
1811,True,0.0,0.9986,0.4993,0,0,95,65441,0.0,1.0,N/A,0.0,0.0
1812,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1813,True,0.8361,0.9936,0.9148,2081,375,33,63047,0.9844,0.9941,0.8473,0.9844,0.9107
1814,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1815,True,0.8605,0.9986,0.9295,580,76,18,64862,0.9699,0.9988,0.8841,0.9699,0.925
1816,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1817,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1818,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1819,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1820,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1821,False,0.0,0.9993,0.4996,0,49,0,65487,N/A,0.9993,0.0,N/A,0.0
1822,False,0.0,0.9997,0.4999,0,17,0,65519,N/A,0.9997,0.0,N/A,0.0
1823,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1824,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1825,True,0.8343,0.9996,0.9169,141,16,12,65367,0.9216,0.9998,0.8981,0.9216,0.9097
1826,True,0.5825,0.9993,0.7909,60,30,13,65433,0.8219,0.9995,0.6667,0.8219,0.7362
1827,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1828,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1829,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1830,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1831,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1832,True,0.6722,0.9969,0.8346,408,0,199,64929,0.6722,1.0,1.0,0.6722,0.8039
1833,True,0.7663,0.9985,0.8824,318,90,7,65121,0.9785,0.9986,0.7794,0.9785,0.8677
1834,True,0.7183,0.9985,0.8584,255,66,34,65181,0.8824,0.999,0.7944,0.8824,0.8361
1835,True,0.657,0.9889,0.823,1360,567,143,63466,0.9049,0.9911,0.7058,0.9049,0.793
1836,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1837,True,0.0,0.9995,0.4997,0,0,34,65502,0.0,1.0,N/A,0.0,0.0
1838,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1839,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1840,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1841,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1842,True,0.4073,0.9963,0.7018,167,243,0,65126,1.0,0.9963,0.4073,1.0,0.5789
1843,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1844,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1845,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1846,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1847,True,0.5404,0.9967,0.7686,254,0,216,65066,0.5404,1.0,1.0,0.5404,0.7017
1848,True,0.0,0.9945,0.4972,0,0,363,65173,0.0,1.0,N/A,0.0,0.0
1849,True,0.0117,0.982,0.4969,14,0,1179,64343,0.0117,1.0,1.0,0.0117,0.0232
1850,True,0.1618,0.9907,0.5763,117,5,601,64813,0.163,0.9999,0.959,0.163,0.2786
1851,True,0.5413,0.9838,0.7625,1232,210,834,63260,0.5963,0.9967,0.8544,0.5963,0.7024
1852,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1853,True,0.0,0.9943,0.4972,0,0,371,65165,0.0,1.0,N/A,0.0,0.0
1854,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1855,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1856,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1857,False,0.0,0.9972,0.4986,0,181,0,65355,N/A,0.9972,0.0,N/A,0.0
1858,True,0.6265,0.9977,0.8121,255,151,1,65129,0.9961,0.9977,0.6281,0.9961,0.7704
1859,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1860,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1861,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1862,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1863,True,0.9264,0.9982,0.9623,1473,109,8,63946,0.9946,0.9983,0.9311,0.9946,0.9618
1864,True,0.6433,0.9932,0.8182,799,302,141,64294,0.85,0.9953,0.7257,0.85,0.7829
1865,True,0.7974,0.9995,0.8985,122,31,0,65383,1.0,0.9995,0.7974,1.0,0.8873
1866,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1867,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1868,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1869,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1870,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1871,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1872,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1873,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1874,True,0.7286,0.9991,0.8638,153,4,53,65326,0.7427,0.9999,0.9745,0.7427,0.843
1875,True,0.0433,0.9808,0.512,57,12,1248,64219,0.0437,0.9998,0.8261,0.0437,0.083
1876,False,0.0,0.9986,0.4993,0,90,0,65446,N/A,0.9986,0.0,N/A,0.0
1877,True,0.1564,0.9937,0.5751,76,8,402,65050,0.159,0.9999,0.9048,0.159,0.2705
1878,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1879,True,0.838,0.9996,0.9188,150,28,1,65357,0.9934,0.9996,0.8427,0.9934,0.9119
1880,True,0.7733,0.999,0.8861,232,19,49,65236,0.8256,0.9997,0.9243,0.8256,0.8722
1881,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1882,True,0.7456,0.9959,0.8708,771,1,262,64502,0.7464,1.0,0.9987,0.7464,0.8543
1883,True,0.0,0.9992,0.4996,0,0,52,65484,0.0,1.0,N/A,0.0,0.0
1884,True,0.114,0.9948,0.5544,44,224,118,65150,0.2716,0.9966,0.1642,0.2716,0.2047
1885,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1886,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1887,True,0.0,0.9979,0.4989,0,0,138,65398,0.0,1.0,N/A,0.0,0.0
1888,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1889,True,0.0,0.9985,0.4993,0,0,97,65439,0.0,1.0,N/A,0.0,0.0
1890,True,0.0,0.9969,0.4985,0,0,200,65336,0.0,1.0,N/A,0.0,0.0
1891,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1892,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1893,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1894,True,0.0,0.9988,0.4994,0,0,78,65458,0.0,1.0,N/A,0.0,0.0
1895,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1896,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1897,True,0.8872,0.9984,0.9428,826,102,3,64605,0.9964,0.9984,0.8901,0.9964,0.9402
1898,True,0.6041,0.9949,0.7995,502,156,173,64705,0.7437,0.9976,0.7629,0.7437,0.7532
1899,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1900,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1901,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1902,True,0.6933,0.9955,0.8444,667,112,183,64574,0.7847,0.9983,0.8562,0.7847,0.8189
1903,True,0.4795,0.9994,0.7394,35,38,0,65463,1.0,0.9994,0.4795,1.0,0.6481
1904,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1905,True,0.5223,0.9989,0.7606,82,0,75,65379,0.5223,1.0,1.0,0.5223,0.6862
1906,True,0.9343,0.9993,0.9668,654,22,24,64836,0.9646,0.9997,0.9675,0.9646,0.966
1907,True,0.8087,0.9965,0.9026,968,165,64,64339,0.938,0.9974,0.8544,0.938,0.8942
1908,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1909,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1910,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1911,False,0.0,0.9987,0.4993,0,86,0,65450,N/A,0.9987,0.0,N/A,0.0
1912,True,0.0,0.9991,0.4995,0,0,61,65475,0.0,1.0,N/A,0.0,0.0
1913,True,0.0,0.9835,0.4917,0,0,1082,64454,0.0,1.0,N/A,0.0,0.0
1914,True,0.44,0.9974,0.7187,132,1,167,65236,0.4415,1.0,0.9925,0.4415,0.6111
1915,True,0.0883,0.9902,0.5393,62,0,640,64834,0.0883,1.0,1.0,0.0883,0.1623
1916,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1917,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1918,True,0.0,0.9862,0.4931,0,3,903,64630,0.0,1.0,0.0,0.0,0.0
1919,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1920,True,0.0,0.9985,0.4992,0,0,100,65436,0.0,1.0,N/A,0.0,0.0
1921,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1922,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1923,True,0.8641,0.9943,0.9292,2295,273,88,62880,0.9631,0.9957,0.8937,0.9631,0.9271
1924,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1925,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1926,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1927,True,0.0,0.9971,0.4986,0,116,71,65349,0.0,0.9982,0.0,0.0,0.0
1928,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1929,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1930,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1931,True,0.0,0.9936,0.4968,0,0,422,65114,0.0,1.0,N/A,0.0,0.0
1932,True,0.6452,0.9927,0.8189,862,100,374,64200,0.6974,0.9984,0.896,0.6974,0.7843
1933,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1934,True,0.0,0.9957,0.4978,0,0,285,65251,0.0,1.0,N/A,0.0,0.0
1935,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1936,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1937,True,0.7663,0.9776,0.872,4475,239,1126,59696,0.799,0.996,0.9493,0.799,0.8677
1938,True,0.8821,0.9948,0.9385,2470,184,146,62736,0.9442,0.9971,0.9307,0.9442,0.9374
1939,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1940,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1941,False,0.0,0.9998,0.4999,0,14,0,65522,N/A,0.9998,0.0,N/A,0.0
1942,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1943,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1944,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1945,True,0.6897,0.9999,0.8448,20,4,5,65507,0.8,0.9999,0.8333,0.8,0.8163
1946,True,0.8527,0.9991,0.9259,353,58,3,65122,0.9916,0.9991,0.8589,0.9916,0.9205
1947,True,0.0,0.9932,0.4966,0,10,434,65092,0.0,0.9998,0.0,0.0,0.0
1948,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1949,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1950,True,0.6236,0.9985,0.811,164,64,35,65273,0.8241,0.999,0.7193,0.8241,0.7681
1951,True,0.0767,0.9875,0.5321,68,0,818,64650,0.0767,1.0,1.0,0.0767,0.1426
1952,True,0.0,0.9996,0.4998,0,0,23,65513,0.0,1.0,N/A,0.0,0.0
1953,True,0.0492,0.9894,0.5193,36,0,695,64805,0.0492,1.0,1.0,0.0492,0.0939
1954,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1955,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1956,True,0.0,0.9983,0.4992,0,0,109,65427,0.0,1.0,N/A,0.0,0.0
1957,True,0.8091,0.996,0.9026,1085,219,37,64195,0.967,0.9966,0.8321,0.967,0.8945
1958,False,0.0,0.9999,0.5,0,4,0,65532,N/A,0.9999,0.0,N/A,0.0
1959,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1960,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1961,True,0.8621,0.9998,0.9309,75,10,2,65449,0.974,0.9998,0.8824,0.974,0.9259
1962,True,0.0,0.9974,0.4987,0,0,168,65368,0.0,1.0,N/A,0.0,0.0
1963,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1964,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1965,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1966,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1967,True,0.8308,0.9986,0.9147,432,75,13,65016,0.9708,0.9988,0.8521,0.9708,0.9076
1968,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1969,True,0.0,0.9922,0.4961,0,0,513,65023,0.0,1.0,N/A,0.0,0.0
1970,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1971,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1972,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1973,False,0.0,0.9991,0.4996,0,57,0,65479,N/A,0.9991,0.0,N/A,0.0
1974,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1975,True,0.0,0.9997,0.4999,0,0,19,65517,0.0,1.0,N/A,0.0,0.0
1976,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1977,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1978,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1979,True,0.0,0.9954,0.4977,0,0,301,65235,0.0,1.0,N/A,0.0,0.0
1980,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1981,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1982,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1983,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1984,True,0.7951,0.9992,0.8972,194,8,42,65292,0.822,0.9999,0.9604,0.822,0.8858
1985,True,0.7432,0.9993,0.8712,136,30,17,65353,0.8889,0.9995,0.8193,0.8889,0.8527
1986,True,0.0,0.994,0.497,0,0,391,65145,0.0,1.0,N/A,0.0,0.0
1987,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1988,True,0.4228,0.9989,0.7108,52,14,57,65413,0.4771,0.9998,0.7879,0.4771,0.5943
1989,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1990,True,0.4767,0.9959,0.7363,246,40,230,65020,0.5168,0.9994,0.8601,0.5168,0.6457
1991,True,0.2188,0.9996,0.6092,7,0,25,65504,0.2188,1.0,1.0,0.2188,0.359
1992,True,0.7702,0.996,0.8831,868,252,7,64409,0.992,0.9961,0.775,0.992,0.8702
1993,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1994,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1995,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1996,True,0.7723,0.9972,0.8848,614,75,106,64741,0.8528,0.9988,0.8911,0.8528,0.8715
1997,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1998,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1999,False,0.0,0.9988,0.4994,0,76,0,65460,N/A,0.9988,0.0,N/A,0.0
2000,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2001,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2002,True,0.7741,0.9937,0.8839,1395,376,31,63734,0.9783,0.9941,0.7877,0.9783,0.8727
2003,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2004,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2005,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2006,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2007,True,0.0,0.9951,0.4976,0,0,319,65217,0.0,1.0,N/A,0.0,0.0
2008,True,0.8712,0.9978,0.9345,981,100,45,64410,0.9561,0.9984,0.9075,0.9561,0.9312
2009,True,0.764,0.9988,0.8814,259,45,35,65197,0.881,0.9993,0.852,0.881,0.8662
2010,True,0.864,0.9995,0.9318,197,19,12,65308,0.9426,0.9997,0.912,0.9426,0.9271
2011,True,0.0,0.9936,0.4968,0,60,357,65119,0.0,0.9991,0.0,0.0,0.0
2012,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2013,True,0.0,0.9906,0.4953,0,0,617,64919,0.0,1.0,N/A,0.0,0.0
2014,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2015,True,0.3692,0.9994,0.6843,24,33,8,65471,0.75,0.9995,0.4211,0.75,0.5393
2016,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2017,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2018,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2019,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2020,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2021,False,0.0,0.9998,0.4999,0,16,0,65520,N/A,0.9998,0.0,N/A,0.0
2022,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2023,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2024,True,0.2193,0.9949,0.6071,93,2,329,65112,0.2204,1.0,0.9789,0.2204,0.3598
2025,True,0.0,0.9912,0.4956,0,0,576,64960,0.0,1.0,N/A,0.0,0.0
2026,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2027,True,0.0,0.9503,0.4751,0,0,3258,62278,0.0,1.0,N/A,0.0,0.0
2028,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
2029,True,0.6411,0.9986,0.8199,159,36,53,65288,0.75,0.9994,0.8154,0.75,0.7813
2030,True,0.8252,0.9996,0.9124,118,4,21,65393,0.8489,0.9999,0.9672,0.8489,0.9042
